Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.2645405143006555,90.04779370901412,0.19082203093975542,92.86307053941908
2,0.12145316452490083,95.49405357341335,0.10838531810176036,96.01659751037344
3,0.07749702575915277,97.20795820829166,0.12631151931341475,95.71576763485477
4,0.050737791041499815,98.14160275647438,0.11415449646417213,96.32780082987551
5,0.03987116927993424,98.68178281649439,0.10980796618130759,96.6390041493776
6,0.03053512879790391,98.92630876958987,0.10991129339100668,96.65975103734439
7,0.025419414611758496,99.10859175280649,0.15294828677371775,95.77800829875518
